city,lat,lng,country,population
San Pedro Sacatepéquez,14.6833,-90.6333,Guatemala,56545
Lingen,52.5231,7.3231,Germany,56542
Ramon,16.78,121.53,Philippines,56523
Ixtahuacán,15.4167,-91.7667,Guatemala,56511
Limoeiro,-7.875,-35.45,Brazil,56510
Porto Feliz,-23.2147,-47.5239,Brazil,56497
Naugaon Sādāt,28.9833,78.4167,India,56493
Colomba,14.7167,-91.7333,Guatemala,56487
Sendhwa,21.6847,75.0953,India,56485
Athiémé,6.5833,1.6667,Benin,56483
El Cerrito,3.6667,-76.1667,Colombia,56470
Bartolomé Masó,20.1686,-76.9428,Cuba,56460
Stolberg,50.7667,6.2333,Germany,56455
Moyobamba,-6.0333,-76.9667,Peru,56452
Bianyang,25.6194,106.535,China,56451
Tiwi,13.4585,123.6805,Philippines,56444
Severn,39.1355,-76.6956,United States,56438
Talegaon Dābhāde,18.72,73.68,India,56435
Tama,34.4886,133.9486,Japan,56431
Rafael Calzada,-34.7833,-58.3667,Argentina,56419
Wote,-1.7833,37.6333,Kenya,56419
Hassa,36.7994,36.5178,Turkey,56409
Rolim de Moura,-11.7256,-61.7781,Brazil,56406
Mocoa,1.15,-76.6475,Colombia,56398
Boudouaou,36.73,3.41,Algeria,56398
Narbonne,43.1836,3.0042,France,56395
Villarrica,-25.75,-56.4333,Paraguay,56385
Binalonan,16.05,120.6,Philippines,56382
Longxing,35.6091,111.2304,China,56381
Sankt Augustin,50.77,7.1867,Germany,56369
Sucat,14.46,121.05,Philippines,56354
Albany,44.6272,-123.0965,United States,56348
National City,32.6654,-117.0983,United States,56345
Placer,11.8689,123.9167,Philippines,56340
Paços de Ferreira,41.2667,-8.4,Portugal,56340
Rosh Ha‘Ayin,32.0956,34.9567,Israel,56300
Korkuteli,37.0667,30.2,Turkey,56285
Lian,14.03,120.65,Philippines,56280
Narammala,7.4344,80.2214,Sri Lanka,56279
Libungan,7.25,124.52,Philippines,56269
Amarante,41.2703,-8.0808,Portugal,56264
Magsaysay,6.77,125.18,Philippines,56263
Lacey,47.0462,-122.7933,United States,56263
Bihać,44.8167,15.8667,Bosnia and Herzegovina,56261
Pèlèngana,13.4278,-6.2153,Mali,56259
Esquipulas,14.5667,-89.35,Guatemala,56253
Kūt-e ‘Abdollāh,31.2447,48.6594,Iran,56252
Klimovsk,55.3667,37.5333,Russia,56239
Poonamallee,13.0465,80.11,India,56237
Sarikei,2.1256,111.5219,Malaysia,56228
M’diq,35.6858,-5.3253,Morocco,56227
Shali,43.15,45.9,Russia,56226
Kettering,52.3931,-0.7229,United Kingdom,56226
Gangārāmpur,25.4,88.52,India,56217
Rahovec,42.3994,20.6547,Kosovo,56208
Oosterhout,51.6333,4.8667,Netherlands,56206
Hohoe,7.149,0.4746,Ghana,56202
Mount Prospect,42.0641,-87.9375,United States,56191
Arcadia,34.1342,-118.0373,United States,56181
Dongola,19.1698,30.4749,Sudan,56167
Mota,11.0833,37.8667,Ethiopia,56156
Mukōchō,34.9486,135.6983,Japan,56152
Khlong Luang,14.0647,100.6458,Thailand,56128
Tilakpur,28.525,81.1208,Nepal,56127
Moncalieri,45,7.6833,Italy,56117
Castelo Branco,39.8167,-7.5,Portugal,56109
Mizuho,35.3918,136.6909,Japan,56106
Diffun,16.5936,121.5025,Philippines,56102
Cuizhuangzi,38.2897,116.5472,China,56096
Waiblingen,48.8303,9.3169,Germany,56081
Tiruvallūr,13.1231,79.912,India,56074
Mandapeta,16.87,81.93,India,56063
San Andrés Villa Seca,14.5667,-91.5833,Guatemala,56060
Tirur,10.9,75.92,India,56058
Mendi,-6.1478,143.6572,Papua New Guinea,56055
Takizawa,39.7347,141.0771,Japan,56050
Kimilili,0.7833,34.7167,Kenya,56050
Uman,20.8833,-89.75,Mexico,56049
Eschweiler,50.8167,6.2833,Germany,56049
Bonga,7.2667,36.2333,Ethiopia,56045
Pithorāgarh,29.58,80.22,India,56044
Kengri,12.9122,77.4827,India,56040
Huaquillas,-3.4814,-80.2432,Ecuador,56021
Myaungmya,16.6036,94.9289,Burma,56018
Intibucá,14.3121,-88.1781,Honduras,56017
Bluefields,12,-83.75,Nicaragua,56005
Oke-Mesi,7.8167,4.9167,Nigeria,56000
Langtang,27.9636,111.11,China,56000
Ropar,30.9664,76.5331,India,56000
Parsippany-Troy Hills,40.8601,-74.4237,United States,55970
Abū Za‘bal,30.2415,31.411,Egypt,55938
Chiapa de Corzo,16.7069,-93.0139,Mexico,55931
Lower Bicutan,14.5033,121.0642,Philippines,55928
General Tinio,15.35,121.05,Philippines,55925
Takaishi,34.5167,135.45,Japan,55910
Acul du Nord,19.6833,-72.3167,Haiti,55908
Ajodhya,26.7992,82.2044,India,55890
DeSoto,32.5992,-96.8633,United States,55882
Poblacion,10.47,123.97,Philippines,55874
Smyrna,33.8633,-84.5168,United States,55863
Bungoma,0.5667,34.5667,Kenya,55857
Longmen,35.6119,110.5746,China,55847
Khān Shaykhūn,35.4389,36.6511,Syria,55843
Changling,44.27,123.99,China,55841
Belampalli,19.0756,79.4881,India,55841
Kharar,30.74,76.65,India,55821
Viramgām,23.12,72.03,India,55821
Zarrīn Shahr,32.3889,51.3733,Iran,55817
Sidi Bennour,32.65,-8.4333,Morocco,55815
Hilden,51.1714,6.9394,Germany,55815
Bradenton,27.4901,-82.5757,United States,55795
Braintree,51.878,0.55,United Kingdom,55792
Bambang,16.3872,121.1075,Philippines,55789
Biswān,27.5,81,India,55780
Tsévié,6.4333,1.2167,Togo,55775
Union,42.1258,-76.0329,United States,55775
Rengo,-34.4167,-70.8667,Chile,55757
Gulariyā,28.2331,81.3331,Nepal,55747
Cuneo,44.3894,7.5478,Italy,55744
Umm Ruwaba,12.9046,31.2079,Sudan,55742
Kannamangalam,10.05,77.05,India,55738
Royal Leamington Spa,52.2919,-1.5358,United Kingdom,55733
Lesosibirsk,58.2358,92.4828,Russia,55730
Azul,-36.7833,-59.85,Argentina,55728
Atchampeta,15.5412,78.9503,India,55722
Oulad Yaïch,36.5039,2.8619,Algeria,55719
New Brunswick,40.487,-74.445,United States,55718
Apatity,67.5667,33.4,Russia,55713
Nōgata,33.7417,130.7322,Japan,55705
Asadābād,34.7825,48.1219,Iran,55703
Tursunzoda,38.5108,68.2303,Tajikistan,55700
Paombong,14.8311,120.7892,Philippines,55696
Będzin,50.3333,19.1167,Poland,55695
Zile,40.3,35.8833,Turkey,55673
Dzerzhinskiy,55.6333,37.85,Russia,55669
Nawucun,22.0039,110.5874,China,55658
Siliancun,22.7155,111.3163,China,55642
Hashtgerd,35.9619,50.6889,Iran,55640
Kāndi,23.95,88.03,India,55632
Nueva Loja,0.0847,-76.8828,Ecuador,55627
Meaux,48.9603,2.8883,France,55616
Portimão,37.1369,-8.5383,Portugal,55614
Hoogeveen,52.7333,6.4833,Netherlands,55603
Nyenga,0.38,33.15,Uganda,55600
Guliston,40.4833,68.7833,Uzbekistan,55600
Yongqing,34.7522,106.1312,China,55595
Apple Valley,44.7457,-93.2004,United States,55594
Iba,15.33,119.98,Philippines,55581
Mulanay,13.5222,122.4042,Philippines,55576
Kuala Kapuas,-3.0013,114.3916,Indonesia,55573
Tinley Park,41.567,-87.8049,United States,55571
Finote Selam,10.7,37.2667,Ethiopia,55567
Hà Giang,22.8333,104.9833,Vietnam,55559
Trapani,38.0175,12.515,Italy,55559
Urbiztondo,15.8227,120.3295,Philippines,55557
Saravena,6.9556,-71.8722,Colombia,55554
Nuevo Casas Grandes,30.4167,-107.9167,Mexico,55553
Buthidaung,20.8667,92.5333,Burma,55545
Wellington,-33.6333,18.9833,South Africa,55543
Raxaul,26.9833,84.85,India,55537
Pulheim,51,6.8,Germany,55530
Kidderminster,52.3885,-2.249,United Kingdom,55530
Shendi,16.6833,33.4333,Sudan,55516
Sankt Pölten,48.2,15.6167,Austria,55514
Opava,49.9381,17.9044,Czechia,55512
Agrigento,37.3167,13.5833,Italy,55512
Chystiakove,48.0219,38.6264,Ukraine,55511
San Agustín Acasaguastlán,14.95,-89.9667,Guatemala,55508
Sarasota,27.3387,-82.5432,United States,55508
Barwāni,22.03,74.9,India,55504
Porto Alexandre,-15.8,11.85,Angola,55494
Barrow in Furness,54.1108,-3.2261,United Kingdom,55489
Batac,18.0554,120.5649,Philippines,55484
Villarrica,-39.2667,-72.2167,Chile,55478
Videira,-27.0078,-51.1519,Brazil,55466
Qiryat Ata,32.8,35.1,Israel,55464
Hacienda Heights,33.997,-117.9727,United States,55461
Chicopee,42.1764,-72.5719,United States,55441
Nansan,23.7784,98.8253,China,55436
Tonekābon,36.8153,50.8711,Iran,55434
Zalaegerszeg,46.8392,16.8511,Hungary,55433
Biała Podlaska,52.0333,23.1167,Poland,55429
Xinqing,48.2363,129.5059,China,55415
Monte Mor,-22.9467,-47.315,Brazil,55409
Tatalon,14.6242,121.0153,Philippines,55404
Ovar,40.8667,-8.6333,Portugal,55398
Sacapulas,15.2892,-91.0892,Guatemala,55398
Asturias,10.5679,123.7172,Philippines,55397
Toki,35.4192,137.1832,Japan,55388
Erumaippatti,11.58,77.85,India,55385
Khorramdarreh,36.2072,49.1992,Iran,55368
Langenhagen,52.4394,9.74,Germany,55367
Thérmi,40.55,23.0167,Greece,55358
Yamasá,18.7667,-70.0167,Dominican Republic,55348
Taliwang,-8.7336,116.8667,Indonesia,55340
West Haven,41.2739,-72.9672,United States,55336
Mercedes,14.1093,123.0109,Philippines,55334
Winneba,5.35,-0.625,Ghana,55331
Harpanahalli,14.7877,75.9886,India,55317
Buta,2.8,24.7333,Congo (Kinshasa),55313
Midalt,32.68,-4.73,Morocco,55304
Herriman,40.4899,-112.017,United States,55301
Umm el Faḥm,32.5194,35.1536,Israel,55300
Meyerton,-26.5583,28.0197,South Africa,55283
Periya Semūr,11.37,77.6908,India,55282
Moreno,-8.1186,-35.0922,Brazil,55268
Três Pontas,-21.3703,-45.5122,Brazil,55259
Wangguanzhuang Sicun,37.0183,115.5773,China,55258
Nordhorn,52.4319,7.0678,Germany,55242
Madhupur,24.26,86.65,India,55238
Foligno,42.95,12.7,Italy,55226
Perth Amboy,40.5202,-74.2724,United States,55226
Rijswijk,52.0333,4.3167,Netherlands,55220
Porirua,-41.1333,174.85,New Zealand,55218
Pombal,39.9161,-8.6281,Portugal,55217
Chālil,11.7519,75.5959,India,55216
Pinto,40.25,-3.7,Spain,55208
Verviers,50.5833,5.85,Belgium,55198
Colmenar Viejo,40.6589,-3.7658,Spain,55198
Challakere,14.312,76.651,India,55194
Casa Grande,32.9069,-111.7624,United States,55186
Wuhuang,29.9649,104.7883,China,55180
Tigard,45.4237,-122.7845,United States,55161
Biel/Bienne,47.1333,7.25,Switzerland,55159
Kronjo,-6.0667,106.4167,Indonesia,55152
Puthiyangādi,12.0189,75.2588,India,55149
Lazarevac,44.3667,20.25,Serbia,55146
Nāmakkal,11.2167,78.1667,India,55145
Vranje,42.55,21.9,Serbia,55138
Ibiporã,-23.2833,-51.05,Brazil,55131
Santa Cruz,10.2358,-85.6408,Costa Rica,55104
Hyères,43.1199,6.1316,France,55103
Stryi,49.25,23.85,Ukraine,55100
Linares,38.0833,-3.6333,Spain,55096
Māngrol,21.12,70.12,India,55094
Shijōnawate,34.74,135.6394,Japan,55094
Békéscsaba,46.679,21.091,Hungary,55091
Novohrad-Volynskyi,50.5833,27.6333,Ukraine,55086
Manapla,10.958,123.123,Philippines,55083
Chonthrhu,32.4865,75.9941,India,55083
Bhīmunipatnam,17.8846,83.4393,India,55082
Zgierz,51.85,19.4167,Poland,55079
Olímpia,-20.7372,-48.9147,Brazil,55075
Eqbālīyeh,36.2306,49.9225,Iran,55066
Rangewala,30.8222,74.2611,Pakistan,55057
Bobigny,48.9106,2.4397,France,55056
Apopka,28.7015,-81.5316,United States,55056
Ucuma,-12.85,15.0667,Angola,55054
Lampang,18.3,99.5,Thailand,55044
Fālākāta,26.53,89.2,India,55039
União da Vitória,-26.2167,-51.0833,Brazil,55033
Chino,35.9955,138.1588,Japan,55018
Canoinhas,-26.1769,-50.39,Brazil,55016
Touba,8.2833,-7.6833,Côte d’Ivoire,55013
Agbangnizoun,7.0667,1.9667,Benin,55001
Bilis Qooqaani,0.2822,41.7144,Somalia,55000
Elenga,24.3386,89.9219,Bangladesh,55000
Polūr,12.5119,79.1258,India,55000
Bhongīr,17.51,78.89,India,55000
Tāsgaon,17.03,74.6,India,55000
Bad Homburg,50.2167,8.6,Germany,54996
Narutochō-mitsuishi,34.1667,134.6167,Japan,54989
Dompu,-8.5364,118.4633,Indonesia,54987
Songjiangcun,42.1756,127.4842,China,54986
Catu,-12.3497,-38.3831,Brazil,54970
Şırnak,37.52,42.459,Turkey,54955
La Roche-sur-Yon,46.6705,-1.426,France,54952
Granadilla de Abona,28.1167,-16.5667,Spain,54942
Trani,41.2667,16.4167,Italy,54941
Oxchuc,16.7833,-92.2833,Mexico,54932
Tequisquiapan,20.5206,-99.8958,Mexico,54929
Corby,52.4877,-0.7013,United Kingdom,54927
Nāndod,21.8706,73.5028,India,54923
Tivoli,41.9597,12.7981,Italy,54916
Southaven,34.9514,-89.9786,United States,54908
Imarichō-kō,33.2667,129.8833,Japan,54907
Acıpayam,37.425,29.3539,Turkey,54888
Luquembo,-10.7333,17.8833,Angola,54880
Canterbury,51.28,1.08,United Kingdom,54880
Zhushan,23.6889,120.7289,Taiwan,54870
Pithāpuram,17.1167,82.2667,India,54859
Queensburgh,-29.8667,30.9333,South Africa,54846
Yenişehir,40.2644,29.6531,Turkey,54844
Jelgava,56.6483,23.7139,Latvia,54836
Minamiuonuma,37.0655,138.8761,Japan,54820
Bad Salzuflen,52.0833,8.7467,Germany,54808
Khurai,24.0437,78.3301,India,54794
Świdnica,50.85,16.4833,Poland,54792
Ŏjŏk-tong,40.2167,124.5333,"Korea, North",54767
Tacuarembó,-31.7333,-55.9833,Uruguay,54755
Punganūru,13.3667,78.5833,India,54746
Trenčín,48.8919,18.0367,Slovakia,54740
Hidaka,35.9078,139.3391,Japan,54728
Piedade,-23.7119,-47.4278,Brazil,54717
Barranqueras,-27.4833,-58.9333,Argentina,54698
Santa Cruz,13.48,122.03,Philippines,54692
Chaiwu,39.6556,116.6292,China,54690
Sarpsborg,59.2858,11.1119,Norway,54678
Belén de Escobar,-34.3333,-58.8167,Argentina,54678
Schweinfurt,50.05,10.2333,Germany,54675
Phuthaditjhaba,-28.5333,28.8167,South Africa,54661
Saruhanlı,38.7342,27.5658,Turkey,54660
Carigara,11.3,124.68,Philippines,54656
Sara,11.25,123.02,Philippines,54637
Hattingen,51.3992,7.1858,Germany,54637
Chone,-0.6833,-80.1,Ecuador,54629
Mikkeli,61.689,27.272,Finland,54621
Pila,14.23,121.37,Philippines,54613
Chota,-6.5614,-78.6486,Peru,54611
Gabrovo,42.8667,25.3333,Bulgaria,54608
Annaka,36.3263,138.8871,Japan,54607
Ghātāl,22.67,87.72,India,54591
Terneuzen,51.3333,3.8333,Netherlands,54589
Palmares,-8.6828,-35.5919,Brazil,54584
Santa Elena,-2.2267,-80.8583,Ecuador,54565
Giurgiu,43.9008,25.9739,Romania,54551
Sāgar,14.1667,75.0333,India,54550
Huntington Park,33.98,-118.2167,United States,54547
Mūndka,28.6794,77.0284,India,54541
Diamond Bar,33.9992,-117.8161,United States,54534
Gus’-Khrustal’nyy,55.6167,40.6833,Russia,54533
Jinchang,38.4858,112.9643,China,54533
Masinloc,15.53,119.95,Philippines,54529
Volzhsk,55.8703,48.3561,Russia,54519
Bentonville,36.3547,-94.2305,United States,54513
Pontevedra,10.37,122.88,Philippines,54502
Trento,8.05,126.06,Philippines,54492
Jalapa,13.9167,-86.1333,Nicaragua,54491
Clamart,48.8014,2.2628,France,54491
Buderim,-26.6847,153.0532,Australia,54483
Ortaca,36.8389,28.7644,Turkey,54478
Douar Ain Chkef,33.9619,-5.0813,Morocco,54477
Kampen,52.55,5.9167,Netherlands,54474
Ensenada,-34.8644,-57.9103,Argentina,54463
Antanifotsy,-19.68,47.33,Madagascar,54448
Nihonmatsu,37.5849,140.4312,Japan,54447
Kouri,12.1833,-4.8056,Mali,54435
Yucaipa,34.0336,-117.0429,United States,54428
Capitão Poço,-1.75,-47.0833,Brazil,54425
Mbulungu,-6.0667,21.9,Congo (Kinshasa),54424
Tapas,11.2622,122.5369,Philippines,54423
Vannes,47.6559,-2.7603,France,54420
Pallíni,38,23.8833,Greece,54415
Caojia,27.8197,111.3364,China,54400
Konan,35,136.0833,Japan,54392
San Isidro,15.3097,120.9069,Philippines,54372
Dikwella South,5.9667,80.6833,Sri Lanka,54370
Medianeira,-25.295,-54.0939,Brazil,54369
Plainfield,40.6154,-74.4157,United States,54358
Javānrūd,34.8078,46.4939,Iran,54354
Azrou,33.4417,-5.2247,Morocco,54350
Shidong,23.6873,111.9296,China,54347
Shidongcun,23.6193,112.0701,China,54347
Sakurai,34.5167,135.85,Japan,54346
Islāmpur,26.27,88.2,India,54340
Umm Qurūn,25.25,51.3732,Qatar,54339
Ruma,45,19.8333,Serbia,54339
Bełchatów,51.3667,19.3667,Poland,54338
Morsott,35.6667,8.0167,Algeria,54332
Sidhi,24.42,81.88,India,54331
Rāhuri,19.38,74.65,India,54325
Chelles,48.8833,2.6,France,54309
Sado,38.0183,138.3683,Japan,54304
Hanyū,36.1726,139.5485,Japan,54304
Zarafshon Shahri,41.6081,64.2264,Uzbekistan,54300
Manhattan,39.1886,-96.6048,United States,54287
San Manuel,16.0656,120.6667,Philippines,54271
Kızılpınar,41.2667,27.9667,Turkey,54268
Paraćin,43.8667,21.4167,Serbia,54267
Aspen Hill,39.0927,-77.0826,United States,54262
Rocky Mount,35.9685,-77.804,United States,54260
Cornillon,18.6667,-71.95,Haiti,54254
Valle del Guamuez,0.4253,-76.9053,Colombia,54237
Bristol,40.1216,-74.8667,United States,54233
Ankadinondry-Sakay,-19,46.4639,Madagascar,54217
Christchurch,50.73,-1.78,United Kingdom,54210
Rotorua,-38.1378,176.2514,New Zealand,54204
Peabody,42.5335,-70.9725,United States,54204
Don Bosco,14.4817,121.0258,Philippines,54188
Frýdek-Místek,49.6856,18.3506,Czechia,54188
Wetzlar,50.5667,8.5,Germany,54187
Hashtpar,37.7933,48.9044,Iran,54178
Kāsaragod,12.5,75,India,54172
Komotiní,41.1219,25.4042,Greece,54165
West Sacramento,38.5557,-121.5505,United States,54163
Frenda,35.0667,1.05,Algeria,54162
Bir Ali Ben Khalifa,34.7339,10.1,Tunisia,54143
Wayne,40.9481,-74.2453,United States,54143
Huesca,42.1333,-0.4167,Spain,54136
Ixhuatlán de Madero,20.6833,-98.0167,Mexico,54132
Cajicá,4.9167,-74.0333,Colombia,54111
Louang Namtha,20.95,101.4,Laos,54100
Puttūr,13.45,79.55,India,54092
Mariano Acosta,-34.7167,-58.7833,Argentina,54081
Jalor,25.35,72.62,India,54081
Tarma,-11.4186,-75.6908,Peru,54078
San Jacinto,33.797,-116.9916,United States,54077
Chèddra,13.4428,16.0508,Chad,54072
Samāna,30.15,76.19,India,54072
Kunnamkulam,10.65,76.08,India,54071
Kentwood,42.8852,-85.5926,United States,54042
Palmaner,13.2,78.75,India,54035
Xihu,23.9594,120.48,Taiwan,54033
Jālākāti,22.6386,90.1993,Bangladesh,54029
Deolāli,19.951,73.834,India,54027
Lozova,48.8833,36.3833,Ukraine,54026
São Gonçalo do Amarante,-3.6058,-38.9689,Brazil,54021
Prachuap Khiri Khan,11.8167,99.8,Thailand,54018
Ribeira do Pombal,-10.8333,-38.5333,Brazil,54010
Juanjuí,-7.1802,-76.7265,Peru,54006
Tagkawayan,13.97,122.53,Philippines,54003
Ghōriyān,34.34,61.47,Afghanistan,54000
Jihong,32.6972,111.7928,China,54000
Kennedy Town,22.28,114.125,Hong Kong,54000
Titay,7.8703,122.5594,Philippines,53994
Puerto Libertador,7.9067,-75.6733,Colombia,53990
Minalabac,13.57,123.1844,Philippines,53981
Neustadt,49.35,8.15,Germany,53981
Umred,20.85,79.33,India,53971
Şabbāshahr,35.5817,51.1119,Iran,53971
Bandar-e Torkaman,36.9014,54.0736,Iran,53970
Hamura,35.7672,139.3109,Japan,53970
Chenab Nagar,31.7528,72.9222,Pakistan,53965
Sohna,28.25,77.07,India,53962
Colton,34.0538,-117.3255,United States,53959
Chilibre,9.15,-79.62,Panama,53955
Cholet,47.06,-0.8783,France,53936
Vigan,17.5747,120.3869,Philippines,53935
Manicoré,-5.8089,-61.3,Brazil,53914
San Bartolomé,27.9256,-15.5725,Spain,53912
Chaniá,35.5167,24.0167,Greece,53910
An Nimāş,19.12,42.13,Saudi Arabia,53908
Passau,48.5744,13.4647,Germany,53907
Manfredonia,41.6333,15.9167,Italy,53902
Cabagan,17.43,121.77,Philippines,53897
Bacaadweyn,7.1917,47.5258,Somalia,53890
Narva,59.3758,28.1961,Estonia,53875
Bījār,35.8729,47.5993,Iran,53871
Iganga,0.615,33.485,Uganda,53870
Impasugong,8.3028,125.0014,Philippines,53863
Pārvatipuram,18.78,83.425,India,53844
Millcreek,42.0859,-80.1194,United States,53840
Oak Park,41.8872,-87.7899,United States,53834
Mansāla,15.9417,77.4281,India,53819
Ullāl,12.7584,74.8752,India,53808
Magpet,7.12,125.12,Philippines,53800
Juigalpa,12.1,-85.3667,Nicaragua,53798
Kitaotao,7.6406,125.0086,Philippines,53796
Louangphabang,19.89,102.1347,Laos,53792
Dholka,22.72,72.47,India,53792
Ottappālam,10.77,76.38,India,53790
Westchester,25.7471,-80.3523,United States,53765
Smyrna,35.9687,-86.5264,United States,53760
São Francisco do Sul,-26.2428,-48.6378,Brazil,53746
Zongo,4.3433,18.5928,Congo (Kinshasa),53743
A Yun Pa,13.3939,108.4408,Vietnam,53720
Cangola,-7.9667,15.8667,Angola,53720
Funato,34.25,135.3167,Japan,53714
Gazipaşa,36.2728,32.3131,Turkey,53702
Upata,8.0204,-62.41,Venezuela,53685
Svobodnyy,51.4,128.1,Russia,53678
Wheaton,41.8561,-88.1085,United States,53673
Hadali,32.2922,72.1922,Pakistan,53669
Mora,11.05,14.15,Cameroon,53667
Manjeri,11.1202,76.12,India,53650
Alcobaça,39.5528,-8.9778,Portugal,53649
Kongoussi,13.3333,-1.5333,Burkina Faso,53641
Évry,48.6238,2.4296,France,53641
Krasnokamsk,58.0833,55.6833,Russia,53631
Al Majāridah,19.1167,41.9167,Saudi Arabia,53629
Ashta,23.0175,76.7221,India,53628
Sakon Nakhon,17.1564,104.1456,Thailand,53618
Gisenyi,-1.7,29.25,Rwanda,53603
Lower Paxton,40.3183,-76.7983,United States,53601
Cambundi Catembo,-10.0756,17.5569,Angola,53600
Évora,38.5667,-7.9,Portugal,53591
Encarnación de Díaz,21.5167,-102.2333,Mexico,53555
Beaumont,33.9076,-116.9766,United States,53544
Ilindu Kothi,32.1461,76.2784,India,53543
Bisceglie,41.2431,16.5053,Italy,53534
Aloha,45.492,-122.8725,United States,53532
Kāliyāganj,25.63,88.32,India,53530
Jaggayyapeta,16.892,80.0976,India,53530
Minnetonka,44.9322,-93.4598,United States,53529
Cuenca,40.0667,-2.15,Spain,53512
Brits,-25.6344,27.7811,South Africa,53511
Morondava,-20.2847,44.3175,Madagascar,53510
Liski,50.9667,39.5167,Russia,53504
Modica,36.85,14.7667,Italy,53503
Marechal Cândido Rondon,-24.5667,-54.0667,Brazil,53495
Ilgın,38.2792,31.9139,Turkey,53489
Épinay-sur-Seine,48.9553,2.3092,France,53489
Travnik,44.2264,17.6597,Bosnia and Herzegovina,53482
Extrema,-22.855,-46.3178,Brazil,53482
Howell,40.1819,-74.1976,United States,53479
Hongshandian,27.5736,112.0158,China,53475
Ajuy,11.1725,123.0196,Philippines,53462
Pasacao,13.5103,123.0419,Philippines,53461
Marco de Canavezes,41.1833,-8.15,Portugal,53450
Popeşti-Leordeni,44.38,26.17,Romania,53434
Goālpāra,26.17,90.62,India,53430
Sibonga,10.03,123.57,Philippines,53424
Dilovası,40.7797,29.535,Turkey,53416
Santa Lucía,21.0281,-75.9964,Cuba,53408
Zhigulevsk,53.3997,49.4953,Russia,53407
Pryluky,50.5892,32.3856,Ukraine,53395
Mutsu,41.2928,141.1836,Japan,53393
Kleve,51.79,6.14,Germany,53388
Liberia,10.6333,-85.4333,Costa Rica,53382
Yaguajay,22.3303,-79.2369,Cuba,53375
